u_magnitude,v_magnitude,result_magnitude,magnitude_ratio
5.0,9.16515138991168,12.609520212918492,0.8901789939145234
1.0,10.63014581273465,10.677078252031311,0.9180519680449957
7.615773105863909,10.63014581273465,18.027756377319946,0.9880432143619671
7.615773105863909,0.0,7.615773105863909,1.0
6.082762530298219,7.615773105863909,13.601470508735444,0.9929141968160126
3.7416573867739413,5.0,7.0,0.8007634811438555
10.63014581273465,6.082762530298219,16.1245154965971,0.9647941079817473
3.7416573867739413,1.7320508075688772,5.385164807134504,0.983823875138279
8.831760866327848,7.615773105863909,13.638181696985855,0.8291931009259053
5.0,7.0,12.0,1.0
10.63014581273465,11.575836902790225,19.4164878389476,0.8743809309269138
1.7320508075688772,1.7320508075688772,3.4641016151377544,1.0
8.831760866327848,5.477225575051661,14.071247279470288,0.9833853248178561
1.0,8.831760866327848,9.539392014169456,0.9702628190276976
1.7320508075688772,1.0,2.449489742783178,0.8965754721680534
7.0,12.0,17.46424919657298,0.9191710103459463
22.360679774997898,6.708203932499369,28.0178514522438,0.9638433912416667
0.0,8.246211251235321,8.246211251235321,1.0
1.0,6.708203932499369,7.615773105863909,0.9880087725435295
22.360679774997898,9.539392014169456,26.28687885618983,0.8240382350837324
5.0,8.0,11.704699910719626,0.9003615315938174
8.246211251235321,8.831760866327848,13.638181696985855,0.7985832043231996
7.0,7.0,14.0,1.0
11.575836902790225,7.615773105863909,16.186414056238647,0.8434109513969728
5.0,7.3484692283495345,11.445523142259598,0.9268778931710046
5.0,9.16515138991168,13.379088160259652,0.9445072482450236
6.082762530298219,6.708203932499369,11.40175425099138,0.8913911457866206
1.0,6.708203932499369,7.615773105863909,0.9880087725435295
7.3484692283495345,9.539392014169456,14.106735979665885,0.8353180889566408
5.0,7.615773105863909,10.63014581273465,0.8426075614655495
6.708203932499369,10.63014581273465,17.029386365926403,0.9821803468122712
8.246211251235321,3.7416573867739413,10.862780491200215,0.9061477748228077
3.7416573867739413,7.615773105863909,10.295630140987,0.9065105128894134
7.615773105863909,8.831760866327848,13.638181696985855,0.8291931009259053
10.63014581273465,7.3484692283495345,16.583123951777,0.9223805011610601
11.575836902790225,6.082762530298219,14.45683229480096,0.8186851029483089
7.615773105863909,8.0,13.038404810405298,0.8349509641318509
1.7320508075688772,7.615773105863909,9.0,0.9627909215391869
1.7320508075688772,3.7416573867739413,5.385164807134504,0.983823875138279
5.0,12.0,15.7797338380595,0.9282196375329117
3.7416573867739413,5.0,7.0,0.8007634811438555
8.0,12.0,18.33030277982336,0.916515138991168
10.63014581273465,9.539392014169456,15.811388300841896,0.7839241749878433
9.16515138991168,7.615773105863909,15.556349186104045,0.9270257541543784
12.0,11.575836902790225,23.45207879911715,0.994750637944122
1.0,1.0,2.0,1.0
12.0,7.0,17.46424919657298,0.9191710103459463
6.708203932499369,9.539392014169456,12.649110640673518,0.7785219845565468
9.539392014169456,6.082762530298219,12.409673645990857,0.7943637742583679
22.360679774997898,7.3484692283495345,28.178005607210743,0.9484622263679053
22.360679774997898,6.082762530298219,28.231188426986208,0.9925376866825156
5.477225575051661,6.082762530298219,9.1104335791443,0.7881006014987209
0.0,1.7320508075688772,1.7320508075688772,1.0
10.63014581273465,6.708203932499369,17.029386365926403,0.9821803468122712
8.0,1.0,9.0,1.0
11.575836902790225,5.477225575051661,16.3707055437449,0.9599862526168765
6.708203932499369,8.831760866327848,14.177446878757825,0.9123216855566997
8.831760866327848,3.7416573867739413,11.74734012447073,0.9342996381729949
8.831760866327848,1.7320508075688772,10.246950765959598,0.9700050589958837
8.831760866327848,5.0,12.767145334803704,0.9230310918607729
6.708203932499369,1.7320508075688772,8.12403840463596,0.9625347403401087
10.63014581273465,6.082762530298219,15.297058540778355,0.9152840562998277
11.575836902790225,22.360679774997898,29.223278392404914,0.8611160264286029
5.0,9.16515138991168,13.379088160259652,0.9445072482450236
5.477225575051661,6.082762530298219,9.1104335791443,0.7881006014987209
6.708203932499369,7.615773105863909,13.45362404707371,0.9392380350123056
22.360679774997898,8.0,26.90724809414742,0.8862531502442054
3.7416573867739413,8.0,9.695359714832659,0.8257232684845432
0.0,5.0,5.0,1.0
9.16515138991168,6.708203932499369,14.798648586948742,0.9322949235600513
1.0,8.246211251235321,8.54400374531753,0.9240545682077106
8.0,22.360679774997898,26.90724809414742,0.8862531502442054
3.7416573867739413,8.246211251235321,10.862780491200215,0.9061477748228077
1.0,1.0,2.0,1.0
22.360679774997898,8.0,26.90724809414742,0.8862531502442054
12.0,9.16515138991168,20.688160865577203,0.9774634012510852
1.7320508075688772,22.360679774997898,23.727621035409346,0.9848456551694634
1.0,5.0,5.656854249492381,0.9428090415820635
7.0,8.831760866327848,14.52583904633395,0.9175125350224669
1.0,9.16515138991168,9.746794344808963,0.9588439926710869
10.63014581273465,1.7320508075688772,12.083045973594572,0.9774190093166387
5.477225575051661,8.0,11.224972160321824,0.8328844907887354
5.0,5.0,8.94427190999916,0.894427190999916
8.246211251235321,5.0,10.63014581273465,0.8025046265016571
6.082762530298219,22.360679774997898,28.231188426986208,0.9925376866825156
1.7320508075688772,9.16515138991168,10.816653826391969,0.9926083439006748
5.0,7.3484692283495345,11.445523142259598,0.9268778931710046
11.575836902790225,1.0,12.206555615733702,0.970635649149156
7.615773105863909,10.63014581273465,16.401219466856727,0.8988979694598183
0.0,9.16515138991168,9.16515138991168,1.0
8.0,1.7320508075688772,9.1104335791443,0.9361267999195885
22.360679774997898,9.539392014169456,26.28687885618983,0.8240382350837324
6.082762530298219,8.831760866327848,11.789826122551595,0.7904929851944626
3.7416573867739413,5.0,7.810249675906654,0.8934518170116688
10.63014581273465,5.0,14.422205101855956,0.9227172461888024
5.0,5.0,8.94427190999916,0.894427190999916
1.7320508075688772,5.0,6.164414002968976,0.9156814437642532
5.0,7.615773105863909,12.529964086141668,0.9931982749687883
10.63014581273465,12.0,21.0,0.9279657397603988
1.0,22.360679774997898,22.825424421026653,0.9770873382484311
3.7416573867739413,0.0,3.7416573867739413,1.0
11.575836902790225,5.0,14.730919862656235,0.8886984077513796
6.082762530298219,7.3484692283495345,12.449899597988733,0.9269365477200416
5.0,7.3484692283495345,9.9498743710662,0.8057577167721601
22.360679774997898,12.0,31.04834939252005,0.903601139320648
0.0,7.615773105863909,7.615773105863909,1.0
11.575836902790225,7.0,16.76305461424021,0.9024118106744509
7.0,7.3484692283495345,11.445523142259598,0.7976825234879877
22.360679774997898,11.575836902790225,29.223278392404914,0.8611160264286029
8.246211251235321,10.63014581273465,17.11724276862369,0.9068085918599215
5.0,0.0,5.0,1.0
22.360679774997898,12.0,31.04834939252005,0.903601139320648
7.615773105863909,8.0,13.038404810405298,0.8349509641318509
8.0,7.0,15.0,1.0
7.615773105863909,12.0,17.4928556845359,0.8917749807835315
1.7320508075688772,8.0,9.1104335791443,0.9361267999195885
9.16515138991168,12.0,20.688160865577203,0.9774634012510852
1.0,7.3484692283495345,7.681145747868608,0.920066366392674
8.0,12.0,18.33030277982336,0.916515138991168
5.477225575051661,5.0,8.660254037844387,0.8265789426607515
6.082762530298219,5.0,8.48528137423857,0.7656287275885758
12.0,5.0,15.7797338380595,0.9282196375329117
5.0,6.708203932499369,11.40175425099138,0.9738260724467436
8.246211251235321,5.477225575051661,11.045361017187261,0.8048538538123396
9.16515138991168,5.0,12.609520212918492,0.8901789939145234
8.831760866327848,7.3484692283495345,14.696938456699069,0.9083269131959838
8.831760866327848,1.0,9.539392014169456,0.9702628190276976
9.16515138991168,6.708203932499369,14.798648586948742,0.9322949235600513
9.539392014169456,5.0,11.224972160321824,0.7720386209672631
8.0,7.3484692283495345,12.24744871391589,0.7979589711327124
22.360679774997898,10.63014581273465,29.88310559496787,0.90580047824204
9.16515138991168,22.360679774997898,29.732137494637012,0.9431040006244444
12.0,3.7416573867739413,15.427248620541512,0.9800269591373146
22.360679774997898,7.0,26.248809496813376,0.8940123218524921
9.539392014169456,9.16515138991168,16.09347693943108,0.8604046937558312
7.0,3.7416573867739413,8.774964387392123,0.8169097255137386
5.477225575051661,8.0,11.224972160321824,0.8328844907887354
5.0,6.082762530298219,8.48528137423857,0.7656287275885758
7.0,6.708203932499369,13.341664064126334,0.9732612769566373
1.7320508075688772,1.0,2.449489742783178,0.8965754721680534
9.539392014169456,9.16515138991168,16.09347693943108,0.8604046937558312
1.0,22.360679774997898,22.825424421026653,0.9770873382484311
7.3484692283495345,5.0,9.9498743710662,0.8057577167721601
3.7416573867739413,6.708203932499369,9.1104335791443,0.8718233956216602
7.0,11.575836902790225,16.76305461424021,0.9024118106744509
11.575836902790225,1.0,12.206555615733702,0.970635649149156
7.615773105863909,9.539392014169456,13.527749258468683,0.788552553345658
7.615773105863909,8.246211251235321,15.811388300841896,0.9968102316130019
7.3484692283495345,1.7320508075688772,9.0,0.9911326624907042
8.0,1.7320508075688772,9.1104335791443,0.9361267999195885
10.63014581273465,11.575836902790225,19.4164878389476,0.8743809309269138
0.0,9.539392014169456,9.539392014169456,1.0
22.360679774997898,1.0,22.825424421026653,0.9770873382484311
5.0,5.0,10.0,1.0
12.0,8.0,18.33030277982336,0.916515138991168
0.0,7.3484692283495345,7.3484692283495345,1.0
7.615773105863909,11.575836902790225,16.186414056238647,0.8434109513969728
7.0,7.615773105863909,12.206555615733702,0.8351631848223192
22.360679774997898,9.539392014169456,26.28687885618983,0.8240382350837324
1.7320508075688772,0.0,1.7320508075688772,1.0
5.0,1.0,6.0,1.0
5.0,5.0,10.0,1.0
1.7320508075688772,8.831760866327848,10.246950765959598,0.9700050589958837
22.360679774997898,12.0,31.04834939252005,0.903601139320648
9.16515138991168,7.0,14.247806848775006,0.8813902514805246
8.0,10.63014581273465,13.30413469565007,0.7141186563637102
8.831760866327848,5.0,12.12435565298214,0.8765590852931655
11.575836902790225,8.831760866327848,19.748417658131498,0.9676992795308773
9.16515138991168,7.3484692283495345,16.06237840420901,0.9726745439729184
12.0,6.082762530298219,15.652475842498529,0.8656020238208808
0.0,8.831760866327848,8.831760866327848,1.0
6.082762530298219,22.360679774997898,28.231188426986208,0.9925376866825156
10.63014581273465,8.831760866327848,17.05872210923198,0.8765185441765625
1.0,9.539392014169456,9.695359714832659,0.9199164147038029
5.0,9.539392014169456,11.224972160321824,0.7720386209672631
7.0,3.7416573867739413,8.774964387392123,0.8169097255137386
9.539392014169456,3.7416573867739413,11.532562594670797,0.8683472402302487
8.246211251235321,5.0,13.0,0.9814127038618412
10.63014581273465,7.3484692283495345,17.804493814764857,0.9903150923515839
22.360679774997898,7.615773105863909,29.966648127543394,0.9996729181615523
22.360679774997898,5.477225575051661,24.698178070456937,0.8872139537759067
8.246211251235321,9.16515138991168,15.874507866387544,0.91173265375982
7.3484692283495345,9.16515138991168,16.06237840420901,0.9726745439729184
9.539392014169456,9.539392014169456,19.078784028338912,1.0
3.7416573867739413,7.0,8.774964387392123,0.8169097255137386
8.0,5.0,11.704699910719626,0.9003615315938174
5.0,6.708203932499369,11.40175425099138,0.9738260724467436
11.575836902790225,5.477225575051661,16.3707055437449,0.9599862526168765
10.63014581273465,1.0,11.313708498984761,0.9727916297142724
6.082762530298219,3.7416573867739413,8.774964387392123,0.8931788809376551
7.0,1.0,8.0,1.0
5.0,8.246211251235321,10.63014581273465,0.8025046265016571
22.360679774997898,8.831760866327848,27.16615541441225,0.8709211224215903
0.0,1.7320508075688772,1.7320508075688772,1.0
5.0,22.360679774997898,27.294688127912362,0.9975880845202597
0.0,7.615773105863909,7.615773105863909,1.0
7.3484692283495345,5.477225575051661,11.916375287812984,0.9291017344848194
5.0,22.360679774997898,25.0,0.913719988157784
5.0,8.0,13.0,1.0
22.360679774997898,10.63014581273465,32.7566787083184,0.9929026668704765
